age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
63,4,106551,11,9,2,2,0,4,1,0,0,40,38,0
40,2,209833,11,9,4,2,1,4,1,0,0,40,38,0
38,2,172755,11,9,4,9,1,4,1,0,0,40,38,0
32,2,256362,11,9,2,2,0,4,1,0,0,40,38,1
50,2,133963,9,13,2,9,5,4,0,0,1977,40,38,1
33,2,709798,9,13,2,9,0,4,1,0,0,60,38,1
59,2,151977,0,6,5,8,1,2,0,0,0,30,38,0
27,2,109004,11,9,5,2,4,2,1,0,0,40,38,0
32,2,144064,9,13,4,12,1,4,1,0,0,40,38,0
45,2,343377,15,10,2,0,0,4,1,0,0,40,38,0
43,2,212847,15,10,0,6,1,4,1,0,0,40,38,0
39,2,127772,11,9,2,11,0,4,1,3103,0,44,38,1
37,4,243587,15,10,5,7,3,4,0,0,0,40,4,0
26,2,188767,11,9,4,5,1,4,1,0,0,40,38,0
28,2,119793,8,11,0,3,1,4,1,10520,0,50,38,1
31,2,127595,11,9,0,9,1,4,0,0,0,40,38,0
33,2,283602,4,3,2,7,0,4,1,0,0,59,25,0
38,2,168322,11,9,2,13,0,4,1,0,0,60,38,0
36,2,187847,9,13,2,3,0,4,1,7688,0,40,38,1
43,0,233851,11,9,2,0,5,4,0,0,0,40,38,1
31,2,126402,11,9,4,4,1,2,0,0,0,60,38,0
26,2,198163,12,14,2,11,5,4,0,0,0,40,38,0
32,2,323055,11,9,2,2,0,4,1,0,0,40,38,0
55,2,110871,9,13,2,11,0,4,1,0,0,40,38,0
36,5,96468,12,14,4,9,3,4,0,0,0,40,38,0
30,2,233980,1,7,2,13,0,4,1,0,0,40,38,0
30,2,291951,11,9,2,2,0,2,1,0,0,40,38,0
32,3,113543,14,15,2,9,0,4,1,0,0,40,38,1
32,3,209691,9,13,2,2,0,4,1,0,0,50,1,0
40,3,111483,9,13,4,9,3,4,1,0,0,40,38,0
31,2,169269,5,4,4,2,4,4,1,0,0,40,38,0
31,0,101345,11,9,4,5,3,4,0,0,0,40,38,0
61,2,153048,11,9,6,11,1,4,0,0,0,35,38,0
68,2,123653,4,3,5,7,1,4,1,0,0,12,21,0
45,4,123088,11,9,2,2,0,4,1,0,0,50,38,0
26,2,366900,11,9,4,2,3,4,1,0,0,40,38,0
36,2,181589,9,13,4,0,1,4,0,0,0,32,3,0
44,2,99203,5,4,2,6,0,4,1,0,0,40,38,0
34,2,115858,11,9,0,0,3,4,0,0,0,40,38,0
50,2,156877,1,7,2,13,0,4,1,0,0,70,38,1
35,2,140474,15,10,2,9,0,0,1,0,0,40,38,0
30,2,248384,11,9,0,7,4,4,0,0,0,40,38,0
21,2,57711,11,9,4,7,1,4,0,0,0,30,38,0
35,2,223514,9,13,2,0,5,2,0,0,0,40,38,0
58,2,51662,0,6,2,7,5,4,0,0,0,8,38,0
25,2,224361,11,9,4,7,1,4,1,0,0,40,38,0
33,3,49795,9,13,4,9,1,4,1,0,0,45,38,0
34,2,118551,9,13,4,7,1,4,0,0,0,35,38,0
32,2,189838,11,9,4,11,1,4,0,0,0,50,38,0
24,2,289448,8,11,4,0,3,1,0,0,0,40,29,0
43,0,175669,15,10,2,0,5,4,0,0,0,40,38,0
39,2,224531,11,9,2,2,0,4,1,7298,0,40,38,1
62,5,162678,9,13,2,3,0,4,1,0,0,40,38,0
32,2,107417,11,9,4,7,1,4,1,0,0,37,38,0
64,2,143110,9,13,6,9,1,4,0,0,0,30,38,0
31,2,114691,11,9,4,11,3,4,1,0,0,40,38,0
51,5,105943,11,9,2,0,5,4,0,3908,0,40,38,0
44,3,56651,15,10,2,3,0,4,1,7688,0,45,38,1
46,2,218329,15,10,4,2,3,4,1,0,0,40,38,0
52,2,124591,11,9,4,5,4,4,1,0,0,40,38,0
50,2,94081,11,9,2,3,0,4,1,0,0,40,38,1
36,2,174938,9,13,0,12,4,4,1,0,0,20,38,0
23,2,62278,11,9,4,2,4,4,1,0,0,40,38,0
26,2,416577,11,9,2,6,0,2,1,0,0,45,38,0
42,5,341638,9,13,2,9,0,4,1,0,0,40,38,1
44,5,691903,12,14,2,9,0,2,1,0,0,60,38,1
34,2,101345,11,9,2,7,5,4,0,0,0,40,38,1
53,2,177727,11,9,2,6,0,4,1,0,0,40,38,1
32,2,604506,11,9,2,13,3,4,1,0,0,72,25,0
39,2,326342,1,7,2,7,0,2,1,2635,0,37,38,0
30,2,108247,9,13,2,9,0,4,1,0,0,40,38,1
39,2,98776,15,10,0,3,1,4,1,0,0,50,38,1
53,2,358056,1,7,0,7,4,4,0,0,0,40,38,0
38,2,26698,11,9,2,12,0,4,1,0,0,40,38,0
46,2,358585,15,10,0,2,4,4,1,0,0,40,38,1
28,2,204600,11,9,5,10,2,4,1,0,0,40,38,0
53,2,264939,9,13,4,9,1,4,0,0,0,45,25,0
67,5,261203,5,4,2,13,0,4,1,0,0,35,38,0
32,2,46691,9,13,4,0,1,4,0,0,0,40,38,0
31,2,231826,11,9,2,7,0,4,1,0,0,52,25,0
44,2,267521,9,13,0,0,4,4,0,0,0,40,38,0
28,2,153475,9,13,4,0,3,4,0,0,0,16,7,0
53,0,266598,11,9,2,9,0,4,1,0,0,40,38,1
58,2,473836,5,4,6,4,2,4,0,0,0,45,12,0
29,2,421065,11,9,4,6,1,4,1,0,0,48,38,0
30,2,205407,11,9,4,0,4,4,1,0,0,40,38,0
52,0,30731,9,13,2,3,0,4,1,0,0,45,38,1
43,0,197069,9,13,2,9,0,4,1,0,0,40,29,1
43,0,92775,8,11,0,2,1,4,1,0,0,40,38,0
24,2,186221,1,7,0,11,4,4,0,0,0,35,38,0
55,4,141807,9,13,2,3,0,4,1,0,0,40,38,1
49,2,163229,11,9,0,2,1,4,1,0,0,50,38,0
58,4,81642,11,9,2,4,0,4,1,0,0,60,38,0
19,2,116562,11,9,4,7,3,4,0,0,0,40,38,0
31,2,154297,11,9,4,11,4,2,0,0,0,24,38,0
40,0,77332,15,10,0,0,1,4,0,0,0,50,38,0
60,2,151369,12,14,2,3,0,4,1,0,0,60,38,1
22,2,615367,9,13,4,11,1,4,0,0,0,60,38,0
44,2,222635,4,3,2,6,0,2,1,0,0,40,38,0
42,2,225193,11,9,2,2,0,4,1,0,0,40,38,0
54,2,169719,9,13,2,11,0,4,1,3103,0,40,38,1
39,2,339442,11,9,5,6,1,2,1,2176,0,40,38,0
20,2,61777,15,10,2,11,0,4,1,0,0,30,38,0
66,4,182470,14,15,2,9,0,4,1,0,0,25,38,1
24,1,33432,7,12,2,7,5,4,0,0,0,40,38,0
32,2,44675,10,16,2,9,0,4,1,0,0,65,38,1
59,2,121865,11,9,0,7,1,2,0,0,0,40,38,0
45,2,160724,11,9,2,2,0,1,1,0,0,40,39,0
34,2,181091,11,9,2,2,0,4,1,7688,0,40,38,1
19,2,265576,11,9,4,5,3,4,1,0,0,50,38,0
31,2,137814,15,10,0,11,3,4,0,0,0,30,38,0
41,2,445382,12,14,2,3,0,4,1,0,1977,65,38,1
23,2,283796,2,8,4,6,2,4,1,0,0,30,25,0
43,2,273230,15,10,2,3,0,4,1,0,0,50,38,1
54,2,24108,15,10,5,3,1,4,0,0,0,40,38,0
52,2,188644,4,3,3,2,2,4,1,0,0,40,25,0
62,2,155256,11,9,2,3,0,4,1,0,0,45,38,1
51,2,103529,1,7,0,7,4,2,0,0,0,30,38,0
36,2,188540,9,13,4,3,1,4,1,0,0,40,38,0
51,4,160724,9,13,2,11,0,1,1,0,2415,40,2,1
57,2,74156,11,9,2,7,0,4,1,0,0,30,38,0
55,2,89182,2,8,0,6,1,4,0,0,0,40,21,0
53,1,86600,11,9,2,7,0,2,1,0,0,40,38,0
32,2,98656,12,14,4,3,1,4,0,0,0,40,38,0
22,2,71379,15,10,4,9,1,4,0,0,0,35,38,0
22,2,133833,15,10,4,7,3,4,0,0,0,25,38,0
37,4,338320,12,14,4,3,1,4,1,0,0,60,38,0
39,2,48915,11,9,2,6,0,4,1,0,0,40,38,1
49,2,143459,6,5,5,5,3,4,1,0,0,38,38,0
19,2,292590,15,10,4,7,3,4,0,0,0,20,38,0
41,1,97064,8,11,0,0,4,4,0,0,0,44,38,0
30,2,392812,11,9,4,5,1,4,1,0,0,50,10,0
36,5,77146,12,14,4,9,1,4,1,0,0,40,38,0
19,2,213644,11,9,4,6,1,4,1,0,0,40,38,0
44,2,265266,0,6,2,13,0,4,1,0,0,40,38,0
23,2,183327,11,9,4,2,3,2,0,0,1594,20,38,0
38,2,165848,9,13,2,11,0,4,1,0,0,44,38,0
35,2,171968,11,9,2,6,0,4,1,0,0,40,38,0
44,2,216411,8,11,5,9,1,4,0,0,0,40,5,0
54,2,280292,15,10,2,11,0,4,1,0,0,32,38,0
20,2,447488,6,5,4,7,4,4,1,0,0,30,25,0
28,2,148429,11,9,2,6,0,4,1,0,0,40,38,0
21,2,153718,15,10,4,7,1,1,0,0,0,25,38,0
59,4,199240,11,9,0,9,1,4,1,0,0,20,8,0
46,1,165484,7,12,2,3,0,4,1,0,0,44,38,1
28,2,119793,9,13,4,11,1,4,1,0,0,40,38,0
53,4,174102,5,4,2,3,0,4,1,4386,0,50,11,1
57,4,353808,15,10,2,11,0,4,1,0,0,60,38,1
27,2,588905,11,9,2,2,0,4,1,0,0,40,38,0
53,2,99185,11,9,6,2,4,4,1,0,0,40,38,1
53,0,221791,11,9,0,2,1,2,1,0,0,40,38,0
18,2,141363,15,10,4,7,1,4,0,0,0,40,38,0
52,5,254285,9,13,2,9,0,4,1,0,0,40,38,0
53,2,48343,11,9,2,13,0,4,1,0,1902,40,38,1
45,2,38240,11,9,0,2,1,4,1,0,0,40,38,0
25,2,361307,9,13,4,11,3,4,0,0,0,40,38,0
25,1,206002,11,9,0,12,4,4,0,0,0,40,38,0
30,0,423064,11,9,5,0,2,2,1,0,0,35,38,0
57,4,225334,14,15,2,11,5,4,0,15024,0,35,38,1
44,2,105936,7,12,0,0,4,4,0,0,0,40,38,0
21,2,96844,15,10,4,0,1,4,0,0,0,20,38,0
27,0,196386,7,12,2,0,0,4,1,4064,0,40,7,0
62,2,162245,14,15,2,9,0,4,1,0,1628,70,38,0
33,2,205950,11,9,4,7,3,4,1,0,0,40,38,0
25,2,203871,8,11,2,9,5,4,0,0,1887,40,38,1
70,2,220589,15,10,6,3,1,4,0,0,0,12,38,0
37,2,69251,15,10,2,13,0,1,1,0,0,40,38,0
37,2,148581,11,9,2,13,0,4,1,0,0,50,38,1
32,1,114733,9,13,0,9,4,4,0,0,0,35,38,0
31,2,509364,4,3,4,6,1,4,1,0,0,45,25,0
66,2,185336,11,9,6,11,2,4,0,0,0,35,38,0
63,2,113324,15,10,2,10,0,4,1,0,0,40,38,0
20,2,146706,15,10,2,11,2,4,0,0,0,30,38,0
45,2,172822,1,7,0,13,1,4,1,0,2824,76,38,1
37,2,161226,11,9,2,7,5,4,0,0,0,30,38,1
44,4,315406,1,7,2,4,0,4,1,0,0,88,38,0
21,2,502837,11,9,4,6,3,4,0,0,0,40,28,0
47,2,355320,9,13,2,9,0,4,1,15024,0,40,38,1
66,2,102423,8,11,2,0,0,4,1,0,0,30,38,0
19,5,60412,15,10,4,0,3,4,0,0,0,15,38,0
39,2,154641,9,13,2,3,0,4,1,0,0,45,38,1
62,2,202242,11,9,2,6,0,4,1,0,0,48,38,0
46,2,189680,15,10,2,11,0,4,1,0,0,50,38,1
48,2,138069,11,9,2,13,0,4,1,0,0,45,38,0
67,2,134906,11,9,6,11,1,4,0,0,0,32,38,0
34,2,384150,9,13,2,3,0,4,1,0,0,40,38,1
42,2,247019,11,9,2,2,0,2,1,0,0,40,38,1
46,2,28225,15,10,2,13,0,4,1,0,0,58,38,0
47,3,212120,11,9,2,2,0,4,1,0,0,40,38,1
66,4,262552,15,10,2,4,0,4,1,0,0,7,38,0
40,3,475322,9,13,5,2,3,4,1,0,0,50,38,0
30,2,225053,11,9,2,3,0,4,1,0,0,50,38,0
49,3,143482,15,10,2,9,5,4,0,0,0,65,38,1
22,2,214731,0,6,2,6,5,4,0,0,0,40,38,0
54,2,101017,5,4,2,2,0,4,1,0,0,40,38,0
42,4,217826,11,9,2,2,0,2,1,0,0,25,22,0
64,2,391121,5,4,2,4,0,4,1,0,0,40,38,1
38,2,100375,14,15,2,9,0,4,1,99999,0,60,38,1
57,1,170066,11,9,2,13,0,4,1,0,0,25,38,1
42,2,332401,9,13,4,11,1,4,1,0,0,40,38,0
31,2,331065,9,13,4,3,1,4,0,0,1408,40,38,0
44,2,242521,9,13,2,11,0,4,1,7688,0,50,38,1
63,4,231777,9,13,4,13,1,4,1,0,0,40,38,0
49,2,155489,12,14,2,9,0,4,1,0,0,50,38,1
41,2,304906,9,13,2,3,0,4,1,0,0,40,38,1
53,2,340723,14,15,4,9,1,4,0,0,0,40,38,0
25,5,156848,11,9,2,10,3,4,1,0,0,35,38,0
54,2,138845,15,10,4,7,1,4,0,0,0,40,38,0
34,2,117444,9,13,2,3,0,4,1,0,0,65,38,1
58,2,164857,9,13,4,9,1,4,1,0,0,99,38,0
28,2,137898,11,9,0,0,1,4,0,0,0,35,38,0
60,2,143932,11,9,2,2,0,4,1,0,0,40,38,0
34,2,228873,9,13,4,3,3,4,1,0,0,40,38,0
36,2,184655,11,9,2,6,0,4,1,0,0,48,38,0
42,1,201723,15,10,4,2,1,4,1,0,0,40,38,0
24,2,137591,15,10,4,11,3,4,1,0,0,10,11,0
46,2,188861,15,10,2,13,0,4,1,0,0,40,38,0
54,1,196307,0,6,2,0,0,4,1,0,0,40,38,0
38,2,292570,15,10,4,11,3,4,0,0,0,50,38,0
30,4,243665,11,9,2,11,0,4,1,0,0,50,38,0
21,2,176486,11,9,3,3,2,4,0,0,0,60,38,0
69,4,349022,11,9,2,11,0,4,1,0,0,33,38,0
66,1,174486,10,16,2,9,0,2,1,20051,0,35,22,1
17,2,47771,1,7,4,9,3,4,0,0,0,20,38,0
19,2,206599,15,10,4,0,3,4,0,0,0,16,38,0
41,2,150755,10,16,2,3,0,4,1,15024,0,50,1,1
31,2,114937,9,13,2,9,0,4,1,0,0,35,38,0
55,2,249072,11,9,2,13,0,4,1,0,0,60,38,0
42,3,120277,12,14,2,3,0,4,1,0,0,40,38,1
50,2,102615,11,9,2,3,0,4,1,0,1902,40,38,1
56,4,115439,15,10,2,2,0,4,1,0,0,60,38,0
45,2,96798,4,3,0,13,4,4,1,0,0,40,38,0
24,2,35603,15,10,0,7,1,2,1,0,0,40,38,0
27,2,341672,15,10,4,0,2,1,1,0,0,40,18,0
39,3,33975,11,9,2,2,0,4,1,0,0,50,38,0
39,5,326566,15,10,4,13,3,2,1,0,0,40,38,0
35,2,325802,7,12,0,5,4,4,0,0,0,24,38,0
28,2,115971,15,10,0,0,4,4,0,0,0,40,38,0
30,2,333119,15,10,4,2,1,4,1,0,0,40,38,0
34,0,191342,9,13,2,0,0,1,1,0,0,38,38,0
35,2,236910,9,13,2,3,0,4,1,0,0,60,38,0
45,2,220213,11,9,6,2,1,4,0,0,0,40,38,0
84,2,132806,11,9,6,7,1,4,0,0,0,13,38,0
53,5,123011,12,14,2,3,0,4,1,0,0,60,38,1
32,2,209691,9,13,2,11,0,4,1,0,0,42,38,1
39,2,196673,11,9,2,7,5,4,0,5013,0,40,38,0
22,2,203182,9,13,4,3,2,4,0,0,0,20,38,0
27,2,184078,8,11,0,0,4,4,0,0,0,40,38,0
41,1,90692,11,9,0,9,4,1,0,0,0,40,38,0
23,2,481175,15,10,4,3,3,3,1,0,0,24,28,0
22,2,230704,7,12,4,5,3,2,1,0,0,20,22,0
37,2,89718,15,10,2,13,0,4,1,0,0,45,38,0
26,2,267431,9,13,4,11,3,2,0,0,0,20,38,0
39,2,280570,9,13,2,3,0,4,1,3103,0,50,38,1
43,2,175224,11,9,2,7,0,4,1,0,0,60,26,0
24,2,146706,15,10,4,7,1,4,0,0,0,30,38,0
33,2,118500,15,10,0,3,4,4,0,0,0,40,38,0
41,2,194636,8,11,2,6,0,4,1,0,0,40,38,0
36,4,186035,14,15,2,11,0,4,1,0,0,30,38,1
58,2,218281,9,13,2,0,0,4,1,0,0,40,25,0
27,2,166350,11,9,4,11,1,4,1,0,0,50,38,0
23,0,163870,15,10,4,1,2,4,1,0,0,40,38,0
59,0,176317,0,6,0,7,1,4,0,0,0,37,38,0
45,2,117310,9,13,0,11,1,4,0,0,0,46,38,0
25,2,167835,9,13,4,3,1,4,0,3325,0,40,38,0
62,0,224277,15,10,6,10,1,4,0,0,0,40,38,0
55,2,342121,15,10,2,12,0,4,1,0,0,40,38,0
54,2,146834,0,6,2,6,0,4,1,0,0,60,38,0
27,2,29261,11,9,1,2,0,4,1,0,0,40,38,1
26,4,118523,11,9,2,0,0,4,1,0,0,40,38,0
35,3,187046,12,14,2,0,0,4,1,0,0,50,38,0
38,2,252947,15,10,2,5,0,2,1,0,0,40,38,0
37,2,635913,9,13,4,3,1,2,1,0,0,60,38,1
61,5,159908,1,7,6,7,4,4,0,0,0,32,38,1
31,2,58582,15,10,4,2,1,4,1,0,0,46,38,0
35,2,199753,11,9,4,6,3,4,1,0,0,48,38,0
30,2,36383,9,13,2,11,0,4,1,0,0,40,25,1
18,1,55658,0,6,4,7,3,4,1,0,0,25,38,0
34,2,106742,11,9,2,2,0,4,1,0,0,45,38,0
28,2,158737,2,8,2,6,2,3,1,0,0,40,6,0
31,2,227146,9,13,2,11,0,4,1,0,0,55,38,1
35,4,120301,15,10,2,3,0,4,1,0,0,45,38,0
51,2,160724,10,16,2,9,0,1,1,0,0,99,34,0
18,2,212370,11,9,2,2,0,4,1,0,0,25,38,0
28,4,218555,15,10,4,13,1,4,1,0,1762,40,38,0
50,1,30682,12,14,2,9,0,4,1,0,0,50,38,0
37,2,52221,1,7,2,13,0,4,1,0,0,40,38,0
22,2,205604,4,3,4,6,1,4,1,0,0,30,25,0
35,2,341643,9,13,4,11,1,4,1,0,0,55,38,0
54,2,29909,1,7,2,7,5,4,0,0,0,43,38,0
40,2,198270,15,10,0,7,1,4,0,0,0,40,38,0
21,2,161210,11,9,2,6,0,4,1,0,0,50,38,0
44,3,121352,15,10,2,3,0,4,1,0,0,50,38,0
22,2,303822,0,6,4,2,3,4,1,0,0,40,38,0
43,2,174051,9,13,2,2,0,4,1,0,0,48,38,0
42,2,221172,9,13,2,3,0,4,1,0,0,40,38,1
49,2,211005,15,10,2,6,0,2,1,0,0,60,38,0
49,4,173411,11,9,0,11,1,4,1,0,0,40,38,0
20,2,138352,11,9,4,7,2,4,1,0,0,30,38,0
40,2,353142,15,10,0,6,4,2,0,0,0,40,38,0
19,4,220901,15,10,4,13,3,4,1,0,0,30,38,0
45,1,160173,12,14,2,3,0,4,1,7688,0,50,38,1
17,2,198830,1,7,4,0,2,4,0,0,0,10,38,0
25,2,131463,9,13,2,9,0,4,1,0,0,40,38,0
34,2,509364,11,9,0,6,1,4,1,0,0,30,38,0
57,2,191983,15,10,2,10,0,4,1,0,0,50,38,0
41,4,153132,14,15,2,3,0,4,1,15024,0,40,38,1
37,2,46385,11,9,2,6,0,4,1,0,0,40,38,0
40,2,96055,11,9,5,0,4,4,0,0,0,45,38,0
33,2,256362,15,10,4,7,1,4,1,0,0,35,38,0
28,2,111696,11,9,5,2,1,4,1,0,1974,40,38,0
52,2,168553,11,9,2,2,0,4,1,0,1977,40,38,1
58,2,281792,9,13,2,9,0,4,1,0,0,40,38,1
35,2,241153,8,11,4,12,1,4,1,0,0,40,38,0
48,2,180532,8,11,2,2,0,4,1,0,0,40,38,0
43,2,122975,11,9,2,6,5,2,0,0,0,21,37,0
24,2,235722,11,9,4,7,1,4,1,0,0,40,38,0
68,2,236943,6,5,0,4,1,2,1,0,0,20,38,0
28,4,254989,1,7,4,11,3,4,1,0,0,40,38,0
43,2,117037,1,7,2,13,0,4,1,0,2042,40,38,0
45,2,408773,15,10,2,6,0,4,1,0,0,40,38,1
37,2,252947,9,13,4,6,1,2,1,0,1719,32,38,0
57,4,222216,15,10,2,3,5,4,0,0,0,60,38,0
33,2,278736,8,11,2,6,0,4,1,0,0,50,38,0
17,2,46496,1,7,4,7,3,4,1,0,0,5,38,0
18,2,205004,15,10,4,7,3,4,1,0,0,26,38,0
25,2,245628,15,10,4,12,3,4,1,0,0,15,25,0
22,5,292933,9,13,4,0,3,4,0,0,0,10,38,0
48,2,144844,11,9,2,2,0,4,1,0,0,40,38,0
22,2,99199,11,9,2,3,0,4,1,0,0,48,38,0
34,2,213887,15,10,2,2,0,4,1,0,0,40,38,0
31,2,179013,11,9,5,2,1,2,1,0,0,40,38,0
40,1,153031,12,14,2,9,0,4,1,7298,0,35,38,1
33,2,315143,11,9,2,11,0,4,1,0,0,40,4,1
34,4,56460,11,9,2,4,5,4,0,0,2179,12,38,0
48,2,235108,11,9,2,6,0,4,1,0,0,40,38,0
63,2,200474,3,2,0,13,1,4,1,0,0,40,38,0
43,2,243580,9,13,2,9,0,4,1,0,0,40,38,1
45,2,276087,8,11,2,9,0,4,1,0,0,24,38,1
40,2,76487,11,9,2,6,0,4,1,0,0,40,38,0
35,2,26987,11,9,5,0,1,4,0,0,0,40,38,0
53,2,154891,6,5,2,13,0,4,1,0,0,40,38,0
22,2,137510,15,10,4,0,3,4,1,0,0,40,38,0
36,1,117312,15,10,2,13,5,4,0,0,0,40,38,0
48,3,103713,12,14,2,11,0,4,1,0,0,40,38,1
22,2,100345,11,9,4,5,3,4,1,0,0,35,38,0
38,2,111499,15,10,2,13,0,4,1,7298,0,50,38,1
28,2,175343,9,13,2,11,0,4,1,0,0,40,38,0
30,4,33308,11,9,4,2,1,4,1,0,0,40,38,0
22,2,147227,9,13,4,7,1,4,1,0,0,30,38,0
45,4,123681,9,13,2,9,0,4,1,0,0,30,38,0
66,2,193132,6,5,5,7,1,2,0,0,0,30,38,0
27,2,101364,11,9,2,5,0,4,1,0,0,40,25,0
18,2,186909,15,10,4,7,3,4,0,0,0,16,38,0
55,2,80167,9,13,0,9,4,4,0,0,0,40,38,0
49,2,122066,4,3,2,7,0,4,1,0,2603,40,11,0
35,2,224889,9,13,2,11,0,4,1,0,0,40,38,0
66,2,234743,15,10,2,3,0,4,1,0,0,50,38,0
30,2,29662,7,12,2,7,5,4,0,0,0,25,38,1
44,2,196545,9,13,2,2,0,4,1,7298,0,40,38,1
77,4,209507,15,10,4,2,1,4,1,0,0,40,38,0
31,2,279015,12,14,2,3,0,4,1,0,2415,70,35,1
24,5,155775,11,9,2,12,0,4,1,0,0,40,38,0
28,2,186239,15,10,4,0,4,2,0,0,0,40,38,0
50,2,198681,15,10,2,13,0,4,1,0,0,70,38,1
55,2,276229,15,10,0,12,1,4,0,0,0,40,38,0
59,0,200700,7,12,2,4,0,2,1,0,0,40,38,0
39,2,129764,11,9,2,2,0,4,1,0,0,40,38,0
34,2,204991,15,10,0,3,3,4,1,0,0,44,38,0
31,2,169002,11,9,2,5,0,4,1,0,0,55,38,0
42,2,110028,11,9,2,2,0,4,1,0,0,40,38,0
27,2,194590,7,12,2,0,5,2,0,0,0,25,38,0
46,2,35961,7,12,0,11,1,4,0,0,0,25,10,0
21,2,306114,15,10,4,0,3,4,1,0,0,20,38,0
58,3,154537,11,9,2,3,5,4,0,0,0,20,38,1
48,2,99096,15,10,0,0,1,4,0,0,1590,38,38,0
23,2,176178,11,9,4,12,3,4,0,0,0,40,38,0
48,0,100067,15,10,6,7,4,2,0,0,0,40,38,0
45,0,98524,7,12,2,0,0,4,1,0,0,40,38,1
32,2,100135,9,13,5,9,4,4,0,0,0,32,38,0
28,2,142712,11,9,4,5,3,4,1,0,0,40,38,0
58,3,210563,11,9,2,11,5,4,0,15024,0,35,38,1
26,2,213081,11,9,4,0,4,2,0,0,0,40,22,0
53,2,285621,12,14,2,0,5,4,0,0,0,40,38,1
38,2,102350,15,10,0,2,4,4,1,0,0,40,38,0
21,2,202373,15,10,4,11,3,2,1,0,0,25,38,0
35,2,93225,11,9,2,2,0,4,1,0,0,40,38,0
25,2,135603,11,9,2,13,0,4,1,0,0,40,38,1
21,2,221955,6,5,4,5,2,4,1,0,0,40,25,0
49,2,129640,11,9,4,7,1,4,0,0,0,40,38,0
90,0,195433,11,9,2,2,0,4,1,0,0,30,38,0
25,2,231638,11,9,4,0,3,4,0,0,0,40,38,0
25,2,391591,2,8,4,2,1,4,1,0,0,40,38,0
36,2,416745,9,13,2,9,0,4,1,0,0,40,38,0
45,3,191776,12,14,0,11,4,4,0,25236,0,42,38,1
38,2,187870,9,13,2,9,0,4,1,7298,0,50,38,1
51,2,145114,11,9,0,0,1,4,0,0,0,40,38,0
47,2,102318,11,9,5,2,3,4,1,0,0,40,38,0
52,2,89534,11,9,2,2,0,4,1,0,0,40,38,1
32,2,396745,9,13,2,9,0,4,1,0,2415,48,38,1
50,5,24185,9,13,2,3,0,4,1,0,0,38,38,1
45,1,37306,9,13,2,9,0,4,1,0,0,45,38,1
24,2,508548,11,9,2,4,0,4,1,0,0,50,38,0
38,3,54953,15,10,2,2,0,4,1,0,0,38,38,0
57,2,24384,5,4,6,7,1,4,0,0,0,10,38,0
30,3,153549,11,9,2,3,0,4,1,0,0,50,38,1
29,2,184596,1,7,2,2,0,4,1,3942,0,50,38,0
27,2,160786,1,7,2,2,0,4,1,0,1902,40,38,1
32,2,143604,0,6,3,7,1,2,0,0,0,37,38,0
52,4,195462,11,9,2,4,0,4,1,0,0,98,38,1
27,2,207352,9,13,2,12,0,1,1,0,0,40,18,1
82,2,147729,4,3,6,7,4,4,1,0,0,20,38,0
60,2,238913,9,13,2,11,0,4,1,0,0,46,38,1
38,2,377486,11,9,4,2,1,4,1,0,0,36,38,0
18,4,157131,1,7,4,11,3,4,0,0,0,40,38,0
29,2,334221,15,10,4,7,1,4,0,0,0,18,38,0
39,2,236391,11,9,2,2,0,4,1,0,0,45,38,0
53,2,386773,11,9,2,2,0,4,1,7298,0,40,38,1
58,2,172333,11,9,2,11,0,4,1,7688,0,40,38,1
42,1,351161,15,10,0,2,1,4,1,0,0,40,38,0
21,2,201603,11,9,4,6,3,4,1,2176,0,40,38,0
32,2,207668,9,13,4,3,2,4,1,0,2444,50,38,1
54,4,154785,9,13,0,3,1,4,1,0,0,50,38,0
51,5,193720,11,9,2,2,0,4,1,0,0,56,38,1
58,2,201112,15,10,0,0,1,2,0,0,0,55,38,1
25,0,406955,11,9,4,0,2,4,0,0,0,40,38,0
33,0,94193,11,9,0,0,4,4,0,0,0,40,38,0
45,2,148995,9,13,2,2,0,4,1,15024,0,40,38,1
29,2,119052,11,9,4,5,1,2,0,0,0,40,38,0
38,2,220585,11,9,2,3,0,4,1,0,0,55,38,1
57,4,103948,14,15,2,9,0,4,1,0,0,30,38,1
18,2,130389,1,7,4,7,3,4,1,0,0,20,33,0
29,2,137618,15,10,4,7,1,4,0,0,0,41,38,1
65,2,386672,8,11,2,0,0,4,1,0,0,15,38,0
70,2,170428,9,13,6,9,4,4,0,0,0,20,32,0
20,2,213719,11,9,4,11,3,2,0,0,0,20,38,0
27,2,69132,9,13,4,12,1,4,1,0,0,37,38,0
62,3,118725,11,9,2,3,0,2,1,20051,0,72,38,1
33,5,137616,12,14,4,9,1,2,0,0,0,35,38,0
28,2,125321,11,9,4,6,1,4,0,0,0,40,38,0
40,2,51290,12,14,2,9,0,4,1,0,0,50,38,1
22,2,290504,11,9,4,7,2,4,1,0,0,40,38,0
19,2,125591,1,7,4,7,1,4,0,0,0,40,38,0
62,2,103344,9,13,6,3,1,4,1,10520,0,50,38,1
26,1,73392,11,9,4,5,3,0,1,0,0,30,38,0
52,2,173987,0,6,2,2,0,4,1,0,0,40,38,0
39,2,174330,11,9,5,2,4,4,1,0,0,40,38,0
